JHABUA,22.8869652,74.7243249,153,LE
KHANDWA,21.8203752,76.3555424,32,E
KHARGONE,21.9544729,75.7521248,21,E
MANDSAUR,24.2628148,75.385692,55,E
MORENA,26.3849794,77.8612721,205,LE
NARMADAPURAM,22.6002833,77.9269848,-5,N
NEEMUCH,24.6305517,75.1829,129,LE
RAISEN,23.2675909,78.1727134,35,E
RAJGARH,23.8716706,76.7744703,71,LE
RATLAM,23.50222,74.9551534,118,LE
SEHORE,23.1150041,77.0665356,34,E
SHAJAPUR,23.4171001,76.6074794,-33,D
SHEOPUR,25.7499266,76.9212945,267,LE
SHIVPURI,25.3741215,77.8278866,210,LE
UJJAIN,23.1885131,75.7716562,6,N
VIDISHA,23.8463003,77.8370209,3,N
AHMEDABAD,23.0215374,72.5800568,96,LE
ANAND,22.5586555,72.9627227,218,LE
ARAVALLI,23.4843216,73.3986096,168,LE
BANASKANTHA,24.2693921,72.1620246,118,LE
BHARUCH,21.7080427,72.9956936,123,LE
CHHOTA UDEPUR,22.3148736,74.0141067,182,LE
DADARA & NAGAR HAVELI,20.2037342,73.0062143,151,LE
DAHOD,22.9194099,74.1342725,121,LE
DAMAN,20.4169701,72.833173,80,LE
DANGS,20.75,73.75,109,LE
GANDHINAGAR,23.2232877,72.6492267,96,LE
KHEDA,22.8532503,72.9953586,128,LE
MAHISAGAR,23.1912194,73.6644398,180,LE
MEHSANA,23.6012628,72.3741516,111,LE
NARMADA,22.6694223,77.5687122,168,LE
NAVSARI,20.952407,72.9323831,67,LE
PANCHMAHAL,22.6978098,73.5980682,193,LE
PATAN,23.773753,71.6798581,28,E
SABARKANTHA,23.8688505,73.013784,269,LE
SURAT,21.2094892,72.8317058,108,LE
TAPI,21.1787195,75.44245,83,LE
VADODARA,22.2973142,73.1942567,79,LE
VALSAD,20.4321957,73.1409893,122,LE
AMRELI,21.4176122,71.249609,76,LE
BHAVNAGAR,21.7718836,72.1416449,143,LE
BOTAD,22.0467097,71.6689617,279,LE
DEVBHOOMI DWARKA,22.2360155,68.9658698,109,LE
DIU,20.7137783,70.9853635,2,N
GIR SOMNATH,20.9298181,70.7627578,22,E
JAMNAGAR,22.4732415,70.0552102,87,LE
JUNAGADH,21.5220416,70.4582458,62,LE
KUTCH,23.583333,70.0,154,LE
MORBI,22.8003959,70.886232,116,LE
PORBANDAR,21.6409,69.611,51,E
RAJKOT,22.3053263,70.8028377,51,E
SURENDRANAGAR,22.8251395,71.6209736,140,LE
DADARA & NAGAR HAVELI,20.2037342,73.0062143,151,LE
DAMAN,20.4169701,72.833173,80,LE
DIU,20.7137783,70.9853635,2,N
NORTH GOA,15.6044413,74.0017241,-12,N
SOUTH GOA,15.219624,74.1159085,-21,D
MUMBAI CITY,18.9733536,72.8281049,9,N
MUMBAI SUBURBAN,19.054999,72.8692035,-5,N
PALGHAR,19.757249,73.0931199,99,LE
RAIGAD,18.4928092,73.138071,30,E
RATNAGIRI,17.2826079,73.4569787,2,N
SINDHUDURG,16.1357193,73.6522086,-20,D
THANE,19.1943294,72.9701779,33,E
AHMEDNAGAR,19.1627725,74.8580243,-35,D
DHULE,21.1305215,74.4900614,12,N
JALGAON,20.8428826,75.5261246,8,N
KOLHAPUR,16.7028412,74.2405329,71,LE
